Offense.Code,Offense.Category,Offense.Description,Offense.Level
52436,25850(A),CRRY LOAD F/ARM PUB PLACE,M
52624,25850(A),CRRY LOAD F/ARM:PUB:S/CIR,F
52438,25850(C)(1),CARRY LOAD F/ARM:PR FEL,F
52439,25850(C)(2),CARRY STOLEN LOADED F/ARM,F
52440,25850(C)(3),CRRY LOAD F/ARM:GANG MEMB,F
52441,25850(C)(4),C/LOADED F/ARM:PROHIB/ETC,F
52442,25850(C)(5),CARRY LOAD F/ARM:SPEC PRS,F
52443,25850(C)(5),CARRY LOAD F/ARM:SPEC PRS,M
52444,25850(C)(6),CRRY LOAD H/GUN:NOT OWNER,F
52445,25850(C)(6),CRRY LOAD H/GUN:NOT OWNER,M
54171,25950,VEH LAMPS/ETC COLOR VIOL,I
54553,26100,SELL/USE UNAP LIGHT EQUIP,I
52489,26100(A),DRVR/ETC ALLOW F/A IN VEH,M
52487,26100(B),DRVR/ETC ALLOW F/A DISCHG,F
52488,26100(B),DRVR/ETC ALLOW F/A DISCHG,M
52490,26100(C),SHOOT AT PERSON FROM VEH,F
52491,26100(D),DISCHARGE F/ARM FROM VEH,F
52492,26100(D),DISCHARGE F/A FROM VEH,M
54357,26101,EQUIP MODIFY DEVICE VIOL,I
52494,26180(A),FALSE INFO ON WPN LIC,M
52701,26180(B),FALSE INFO ON WEAPON LIC,F
54718,26302(A),BRAK REQ FOR TRLERS 6000+,I
54719,26302(C),BRAK REQ TRLER 6000+ 1982,I
54691,26304(A),BREAKAWAY DEVICE REQ VEH,I
54314,26311(A),SERVICE BRAKES VIOLATION,I
52702,26350(A)(1)(A),CRY UNLD HGN OUT VEH PUB,M
52703,26350(A)(1)(B),CRY UNLD HGN OUT VEH UNIN,M
52704,26350(A)(1)(C),CRY UNLD HGN OUT VEH PHIB,M
52508,26350(A)(2)(A),CARRY UNLOAD H/GUN PUBLIC,M
52705,26350(A)(2)(B),CRY UNLD HGN IN VEH UNINC,M
52706,26350(A)(2)(C),CRY UNLD HGN IN VEH PHIB,M
52640,26400(A),CRRY UNLD F/A NOT H/GUN,M
52707,26400(A)(2),CRY UNLD F/A NT HGN PHIB,M
54720,26451(A),INADEQUATE PARKING BRAKE,I
54468,26452,VEH BRK SYS VIOL:MTR FAIL,I
54143,26453(A),BRAKE SYS CONDITION VIOL,I
52587,26500(A),SELL/ETC FIREARMS W/O LIC,M
54721,26505,VEH W/AIRBRKS PRES GA REQ,I
54722,26506(B),AIR PRESS WARNING DEV REQ,I
54142,26700,NO WINDSHIELDS,I
54204,26701(D),WRONG COLOR:WINDO/ETC MAT,I
54233,26703(B),SAFETY GLAZING MATRL VIOL,I
54340,26706,WINDSHIELD WIPER VIOL,I
54196,26708(A),OPR VEH:WINDOW OBSTRUCTED,I
54571,26708(A)(1),OPR VEH:WINDOW OBSTRUCTED,I
54614,26708(A)(2),OPR VEH:WINDOW OBSTRUCTED,I
54015,26708.5,WINDOW INSTAL/ETC MAT VIO,I
54308,26709(A),REARVIEW MIRROR VIOLATION,I
54226,26709(B),VEH SIDEVIEW MIRROR VIOL,I
54138,26710,DEFECTIVE WINDSHIELD/ETC,I
54451,27000(A),VEHICLE HORN VIOLATION,I
54309,27001,MISUSE VEHICLE HORN,I
54620,27002,NON EMERG VEH W/SIREN,I
54164,27007,LOUD OUTSIDE VEH AMP SYS,I
54116,27150(A),INADEQUATE MUFFLERS,I
54165,27151,ILL MOD EXHAUST SYS:NOISE,I
54510,27152,EXHAUST PIPE VIOLATION,I
54324,27153,EXCESSIVE EXHAUST VIOL,I
54300,27154,GASTIGHT EXHAUST SYS VIOL,I
54229,27155,FUEL TANK CAP VIOLATION,I
54410,27156(A),OPR/ETC GROSS POLLUTER,I
54534,27156(B),NOT EQUIPED W/SMOG DEVICE,I
32065,27174.2,CLIMB/TRESPASS BRIDGE/ETC,M
52633,27235,GUNSHOW CONTRACT W/VENDOR,M
52708,27240(A),FAIL POST SIGN GUNSHOW,M
52709,27305,GNSHW VNDR W/O WRTN CERT,I
52710,27305,GNSHW VNDR W/O CERT W/PR,M
52711,27310,GNSHW INCMPL GUN TRANSFER,I
52712,27310,GNSHW INCMPL GN TRNSFR PR,M
52713,27315,GUNSHOW DISPLAY OF AMMO,I
52714,27315,GNSHW DISPLAY OF AMMO PR,M
54011,27315,SEATBELT VIOLATION,I
54111,27315(E),PASNGR 16+ NO SAFETY BELT,I
54197,27315(F),OPR VEH:UNSAFE SEATBELTS,I
54429,27317,SEL/ETC PREV DEPLOY AIRBG,M
52715,27320(A),GUNSHOW INFO REQ FRM VNDR,I
52716,27320(A),GNSHW INFO RQ FRM VNDR PR,M
52717,27325,GUNSHOW MISSING NAME TAG,I
52718,27325,GNSHW MISSING NAME TAG PR,M
52719,27330,GNSHW POSS F/ARM + AMMO,I
52720,27330,GNSHW POSS F/ARM+AMMO PR,M
52721,27335,GUNSHOW MINOR W/O PARENT,I
52722,27335,GNSHW MNR W/O PARENT PR,M
52723,27340(A),GUNSHOW FAIL SIGN GN TAG,I
52724,27340(A),GNSHW FL SIGN GUN TAG PR,M
52725,27340(B),GUNSHOW BRING GUN UNLAW,I
52726,27340(B),GNSHW BRING GUN UNLAW PR,M
52727,27345,GNSHW FL PRESENT FOTO ID,I
52728,27345,GNSHW FL PRSNT FOTO ID PR,M
54166,27360(A),UNRSTRAINED TOT:PARNT:VEH,I
54198,27360(B),UNRESTRAINED TOT IN VEH,I
54199,27360.5(A),UNBELTED TOT 4+:PARNT VEH,I
54523,27360.5(B),TRNSPRT TOT-16 W/O RSTRNT,I
54627,27375(A),OPERATE LIMO W/O EXITS,I
54628,27375(B),FAIL UNLOCK LIMO:EMERGNCY,I
54380,27400,HEADSET/ETC VIOL:VEH/BIKE,I
26359,27443(A),PUB OFCR:PUR PROP:CONFLCT,F
26335,27443(B),PUB OFCL:TRNS/ETC:CNFLICT,F
54332,27459,SNOWTIRE/CHAIN VIO:POSTED,I
54205,27465(B),TIRE TREAD DEPTH VIOL,I
26599,27491,FAIL TO NOTIFY CORONER,M
29139,27491.3,TAMP/ETC LOK/ETC:PROP:DED,M
52586,27500(A),SELL F/ARM TO PROHIB PRSN,F
52584,27500(B),SELL/ETC F/ARM:PROHIB CLS,F
52595,27500(B),SELL/ETC F/ARM:PROHIB CLS,M
54516,27501(B),TIRE N/CONFORMANCE W/REG,I
52582,27505(A),SELL/ETC FIREARM TO MINOR,F
52583,27505(A),SELL/ETC FIREARM TO MINOR,M
52729,27510(A),DLR SELL/ETC F/ARM TO MNR,M
52730,27510(A),DLR SELL/ETC F/ARM TO MNR,F
52580,27515,SEL/LOAN/ETC F/ARM:S/CIRC,F
52581,27515,SEL/LOAN/ETC F/ARM:S/CIRC,M
52495,27520,SELL/ETC C/F/ARM/ETC:-AGE,M
52496,27520,SELL/ETC C/F/ARM/ETC:-AGE,F
52577,27545,UNLIC SALE/TRAN/ETC F/ARM,F
52578,27545,UNLIC SALE/TRAN/ETC F/ARM,M
52731,27585(A),IMPRT/TRNSP F/ARM INTO ST,M
52732,27585(A),IMPRT/TRNSP F/ARM INTO ST,F
54214,27600,SPEC VEH FENDER/ETC VIOL,I
54550,27602(A),OPR VEH WITH TV VISIBLE,I
54413,27605,OPR UNAUTH POLICE VEHICLE,I
54684,27700(A),TOW TRK VIOL OF EQUIP REQ,I
54538,27801(A),MOTORCYCLE SEAT VIOLATION,I
54577,27802(B),SELL/USE SFTY HELMET VIOL,I
54606,27803(A),DRV/PASS WEAR APRV HELMET,I
54200,27803(B),MOTORCYCLE/ETC:HELMET VIO,I
54469,27900(A),HIRE VEH/ETC:ID DSPL VIOL,I
54712,27901,NME/TRDMK ON FOR-HIRE VEH,I
54708,27904,FLR/DISP COMP NM PILOT CR,I
54709,27904.5,FLR/DISP ID SIG PILOT CAR,I
54471,27907,TOW TRK/ETC ID INFO VIOL,I
54713,27909,VIS SIGN VEH LIQ PET/GAS,I
54335,28000,EMERG EXIT VIO:VAN ICEBOX,I
52579,28050,DLR VIOL SALE/ETC:FIREARM,M
52733,28050(B),VIOL PRVT PRTY DLVR F/ARM,M
52734,28050(C),VIOL DLR DLVR F/ARM REQ,M
54452,28051,ODOMETER VIO:UNLAWFL ALTR,M
54546,28051.5,ODOMETER:ADV RESET DEVICE,M
54223,28071,VEHICLE BUMPER VIOLATION,I
54710,28100,FLR/DISP RED WRN FLG PILT,I
54711,28101,NONCOMP PILOT CAR DESIGN,I
52575,28210(A)(1),GIVE FALSE ID:F/ARM REG,F
52576,28210(A)(1),GIVE FALSE ID:F/ARM REG,M
52735,28250(A)(1),FURN FICT INFO F/ARM REG,M
52668,28250(A)(2),KNW FURN INCORR INFO REG,M
52736,28250(A)(3),OMIT REQ INFO F/ARM REG,M
52737,28250(B)(1),FURN FICT INFO F/ARM REG,F
52659,28250(B)(2),FALS INFO ELTRNC F/A TRNF,F
52738,28250(B)(3),OMIT REQ INFO F/ARM REG,F
54675,29001,5TH WHL CONNECT DEVC REQ,I
54676,29002,5TH WHL LOCKING DEVC REQ,I
54301,29003(A),HITCH/ETC MOUNT VIOLATION,I
54511,29004(A),TOW VEH:SAFETY CHAIN REQ,I
54686,29006(A),INCORR COUPLING TOWED VEH,I
52637,29010(A),MFG OF F/ARMS LICENSE REQ,M
52739,29010(C),FLR PRVD RCRD MFG CLOSUR,M
52674,29180(B),MFG/ASSMBL F/ARM DOJ REQ,M
52675,29180(C),OWN F/ARM W/O SERIAL NUM,M
52676,29180(D)(1),SELL/TRANSFER MFG FIREARM,M
52677,29180(E),NW RES POSS F/ARM W/O NUM,M
52678,29180(F),KNWNGLY AID/ABT MFG F/ARM,M
52740,29525,FURNISH FALSE INFO PERMIT,M
52620,29610,MNR ILL POSS CNCEL WPN:PR,F
52621,29610,MNR ILL POSS CONCEAL WPN,M
52502,29650,MINOR ILL POSS LIVE AMMO,F
52503,29650,MINOR ILL POSS LIVE AMMO,M
52422,29800(A)(1),FELON/ETC POSS/ETC F/ARM,F
52741,29800(A)(2),POSS/ETC F/ARM 2+CONV 417,F
52423,29800(B),CONV PERSN POSS/ETC F/ARM,F
52424,29805,CONV POSS/ETC F/ARM:SP PR,F
52425,29805,CONV POSS/ETC F/ARM:SP PR,M
52672,29805(A),CONV POSS/ETC F/ARM:SP PR,F
52673,29805(A),CONV POSS/ETC F/ARM:SP PR,M
52742,29805(B),POSS F/ARM BY CONV 273.5,M
52743,29805(B),POSS F/ARM BY CONV 273.5,F
52765,29805(C),MISD CONV STRG:POSS F/ARM,M
52766,29805(C),MISD CONV STRG:POSS F/ARM,F
52426,29815(A),CONV PRSN POSS/ETC F/ARM,F
52427,29815(A),CONV PRSN POSS/ETC F/ARM,M
52433,29820(B),CONV PRSN POSS F/ARM:U/30,F
52434,29820(B),CONV PRSN POSS F/ARM:U30,M
52428,29825(A),PROHIB BUY/ETC F/ARM/ORDS,F
52429,29825(A),PROHIB BUY/ETC F/ARM:ORDR,M
52430,29825(B),PROHIB OWN/POS F/ARM:ORDR,M
52432,29900(A)(1),POS/ETC F/ARM:PR VIOL OFF,F
52431,29900(B)(1),POS/ETC F/ARM:SPEC PRIOR,F
31236,30149,DISTRIBUTOR W/OUT LICENSE,M
52516,30210(A),MFG/ETC AMMO:FLECHET DART,F
52517,30210(A),MFG/ETC AMMO FLECHET DART,M
52530,30210(B),MFG/ETC BULLET W/EXPLOSVE,F
52531,30210(B),MFG/ETC BULLET W/EXPLOSIV,M
52594,30300(A)(1),SELL AMMO TO MINOR,M
52744,30300(A)(2),SELL HGUN AMMO PERSON -21,M
52599,30300(A)(3),SUPPLY/ETC AMMO:MINOR,M
52504,30305(A)(1),PROHIB OWN/ETC AMMO/ETC,F
52505,30305(A)(1),PROHIB OWN/ETC AMMO/ETC,M
52585,30305(B)(1),PROHIB GANG OWN/ETC AMMO,M
52600,30306(A),FIRM SELL AMMO PROH PRSN,M
52745,30306(B),SELL/ETC AMMO TO AGENT,M
52619,30310(A),PROHIB AMMO SCHOOL GRNDS,M
52746,30312(A)(1),ILL/UNLIC SALE OF AMMO,M
52747,30314(A),ILL BRING AMMO INTO STATE,M
52601,30315,POSS ARMOR PENETRATE AMMO,F
52602,30315,POSS ARMOR PENETRATE AMMO,M
52603,30320,MFG PENETRATE HNDGUN AMMO,F
52669,30342,SELL 500+ AMMO W/I 30DAY,M
52748,30342(A),VIOL AMMO VENDOR LIC REQ,M
52749,30352(A),VIOL AMMO SALE INFO REQ,M
52750,30352(B),VIOL VNDR ELEC SUBMIS REQ,M
52751,30352(C),UNAUTH AMMO PURCHASE,M
52752,30352(D),VNDR VIOL VERIF AMMO REQ,M
52753,30355,VNDR VIOL 5 YR RCRDS REQ,M
52754,30360,VNDR FLS ENTRY/INFO RCRDS,M
52755,30362(A),REFUSE RCRD EXAM BY AUTH,M
52756,30362(B),REFUSE PERMIT OF RECORD,M
52757,30363,VNDR FAIL RPRT AMMO THFT,M
61039,30471,FAIL/REFUSE FILE REPORT,M
26590,30472,MAKE FRAUD REPORT TO DEFR,M
61038,30473,CNTRFEIT STAMP/EVAD TAX,F
61026,30474,SALE/ETC UNSTAMP/ETC CIGS,M
61033,30475(B),TRNS CIG/ETC:NO PRMT:EVAD,F
61034,30480,EVADE TAXES:CIGS/ETC,F
52509,30600(A),MFG/SELL/ETC ASSAULT WPN,F
52510,30605(A),ILL POSS ASSAULT WPN,F
52511,30605(A),ILL POSS ASSAULT WPN,M
52758,30605(A),ILL POSS ASSAULT WPN -2,I
52567,30610(A),POSSESS .50 BMG RIFLE,M
52759,30610(A),ILL POSS .50 BMG RIFLE,I
52760,30720(A),FAIL RELINQUISH SKS RIFLE,M
52761,30720(A),FAIL RELINQUISH SKS RIFLE,F
52604,30725(B),FAIL TO COMPLY:SKS RIFLE,F
55234,30955,DOG AT LGE:STOCK:INJ/DTH,M
26356,31110,UNLAWF FRANCHISE SALE/ETC,F
26357,31201,FALS/ETC STATEMNT:FRNCHSE,F
52596,31360(A),VIOL FEL POSS BODY ARMOR,F
54348,31401(B),OPR FARM LABR VEH:NO CERT,M
54607,31402(B)(1),OPR LABR VEH W/SAFETY HAZ,M
54608,31405(D),FRM LABR VEH:WOUT SEATBLT,I
26358,31410,OFFER SALE OF FRANCHISE,F
26383,31411,FRAUD OF FRANCHISE,F
26600,31455.5(A)(1),KNLY FAIL DISCLOSE FACT,M
52550,31500,MFG/ETC UNCOVENTL PISTOL,F
52551,31500,MFG/ETC UNCONVENTL PISTOL,M
54572,31560(B),TRNSP 10/MORE USED TIRES,I
54125,31602(A),TRNSP EXPLO W/O VALID LIC,M
52605,31615,PROHIB PRCHS GUN W/O CERT,M
52762,31615(A)(2),SELL F/ARM W/O VALID CERT,M
52643,31620,FALSE GUN SAFETY CERT,M
52763,31620(C),FALSIFY F/ARM SAFETY CERT,M
52764,32000(A),MFG UNSAFE HANDGUN,M
54488,32000.5(A),VIOL HAZ MAT LIC DISP,M
54560,32001(C),HAZ MAT:MTR CARR DIR TRAN,M
54440,32002(B),TRANSPORT HAZ MAT W/O LIC,M
66079,32051,CONSPIRE TO ENGAGE:HAZING,M
33052,32210,WILFULY DISTURB SCH ZONE,M
53109,32211,THREAT DISRUPTION W/CLASS,M
52560,32310,MFG/ETC LG CAPACITY MAG,F
52561,32310,MFG/ETC LG CAPACITY MAG,M
52642,32311,MFG LRG CAP MAG CONV KIT,M
26612,32382(B),BUY/ETC DIPLOMA/DEGREE,M
26613,32382(F),CONSPIRE TO OBTAIN DEGREE,M
52631,32625(A),POSSESS/ETC MACHINEGUN,F
52632,32625(B),SELL/CONVRT/ETC MACHINGUN,F
52540,32900,MFG/ETC MULTI TRIGGER,F
52541,32900,MFG/ETC MULTI TRIGGER,M
52546,33210,MFG/ETC SHORT-BARREL GUN,F
66185,33211.6(A),UNAUTHORIZED DUMPING,M
66188,33211.6(C),VIOLATION OF POSTED COND,M
52512,33215,MFG/ETC SHORT BARRL RIFLE,F
52513,33215,MFG/ETC SHORT BARRL RIFLE,M
52574,33410,POSSESS SILENCER,F
52558,33600,MFG/SALE/POSS ZIP GUN,F
52559,33600,MFG/SALE/POSS ZIP GUN,M
31294,34014(A),CULT/RETAIL MARIJ W/O LIC,M
50188,34016(B),REFUSE MARIJ INSPECTION,M
31295,34016(D),FALSE TAX REPRT/MARIJ LIC,M
31296,34016(E),VIOLATION MARIJUANA TAX,M
54400,34501.12(E),CARRIER ORIG APP/FEE VIOL,M
54336,34501.12(F),MOTOR CARRIER:NO APP/FEES,M
54489,34501.12(G),CARRIER:OPR W/O CHP INSP,M
54390,34506(A),FAIL COMPL:DRIVE HOUR/ETC,M
55179,34506(B),VIO HAZ MAT TRNSP RUL/ETC,M
54554,34506(F),COMMRCL VEH:EQUIP VIOL,M
54358,34506.3,FT/COMPLY:INSPEC RULE/REG,I
54349,34507.5(A),OPR CARRIER:NO ID NUMBER,I
54350,34620(A),OPR COMERCL VEH:NO ID/REG,M
54629,34620(C)(1),TOWING VEHICLE W/O PERMIT,M
54630,34620(C)(2),RELEASE VEH TOW W/O PRMT,M
54559,34660(A),OPR MCOP W/SUSP PERMIT,M
54694,35100(A),VEH/LOAD EXCEDS WIDTH 102,I
54695,35101,VEH PNEU TIRES EXCD WIDTH,I
54696,35104,SPEC VEHICLE EXCEDS WIDTH,I
54470,35111,PASNGR VEH LOAD VIOLATION,I
54697,35250,VEH/LOAD EXCEDS HGT 14 FT,I
54698,35251,BOOM/MAST NOT SECURE,I
55101,35283(B),MFG MILK W/O LIC,F
54699,35400(A),VEHICLE EXCEEDS LEN 40 FT,I
54692,35401(A),OVERLENGTH - VEH COMBO,I
54700,35401(B),TRUCK/TRLER EXCEED LENGTH,I
54701,35406(A),VEH LD EXTNDS 3+ FT FRNT,I
54536,35410,REAR PROJECTION VIOLATION,I
54126,35550(A),VEH EXCEED WT LIMIT:1 AXL,M
54127,35551(A),VEH EXCEED WT LIMIT:2+AXL,M
54702,35551.5,GROSS VEH WGHT VIOL COMBO,I
54490,35783,PERMIT VIOL:DISPLAY/ETC,M
54706,35783.5,WRN SIG NOT RMVED W/O LD,I
54491,35784(A),PERMIT:TERMS/ETC VIOL,M
54646,35784.5(A),TRNSPRT XLOAD W/O PERMIT,M
54580,38010(A),OFF HWY VEH DISPLY ID PLT,I
54337,38020,OFF HWY VEH ID VIOL,I
54555,38026.5(B),PROH OPR OFF RD VEH HWY,I
54617,38170(A),UNLAWFUL DISPLAY ID PLATE,I
54575,38301(A),UNLAWFUL VIOLATE SPEC REG,I
54215,38305,OFF HWY VEH EXCEED SPEED,I
54322,38310,VIOL 15MPH SPEED CAMP/ETC,I
54615,38312,ILLEGAL MOVEMENT OF VEH,I
54556,38314,UNSAFE TURNING MOVEMENT,I
54128,38316,RECKLESS DRIVING OHV,M
54129,38317,RECKLESS DRIVE OHV:W/INJ,M
29136,38318(A),THROW SUBSTANCE AT OHV,M
29065,38318(B),THROW SUBSTANCE AT OHV,F
29066,38318.5(B),PLACE CABLE W/GBI INTENT,F
29137,38319,OPR OHV:DAMAGE LAND/ETC,M
54231,38320(A),LITTERBUGGING FROM VEH,M
54561,38320(B),ILLEGAL DUMPING,M
54480,38335,HEADLAMP VIOLATION,I
54618,38355(A),INADEQUATE BRAKE SYSTEM,I
54304,38505,NO HELMET:ALL TERRAIN VEH,I
54411,38506,PASSENGER VIO:ALL TERRAIN,I
54631,38603(A),REC VEHICLE:ILLEGAL SEAT,I
54632,38603(B),REC VEH:UNPROTECTED SEAT,I
54633,38604(A),REC VEH:NO PASS HANDHOLD,I
54503,39002(A),BICYCLE LIC ORDNCE VIOL,I
54457,40001(A),UNLAW DIRCT DRV OPR/HWY,I
54610,40008(A),"VIO 21701,21703,23103 IMG",M
54611,40008(B),"VIO 21701,21703,23103 MNR",M
54235,40202(C),ALTER/DSTRY PRKNG CITATON,M
54089,40302(A),FAIL PROVIDE CDL/ID:AREST,X
54201,40302(B),FAIL WRITEN PROMIS:ARREST,X
54092,40504(B),FAKE SIGN:PROMISE APPEAR,M
54093,40508(A),FAIL T/APPEAR:WRIT PROMIS,M
54094,40508(B),FAIL TO PAY FINE VEH OPR,M
54315,40508(C),FAIL COMPLY COURT ORD:VEH,M
54328,40515,WARRANT:FTA VEH CODE VIOL,X
54521,40519(B),FAIL TO APPEAR:WRITN PLEA,M
25081,40614,FAKE SIGN:NOTE TO CORRECT,M
54130,40616,FAIL PROVID PROOF CORRECT,M
55121,41800,UNAUTH NON-AG BURNING,M
23144,41950(A),UNAUTH REMOVL RECYCLABLES,M
54095,42003(A),FAIL PAY COURT ORDER FINE,M
54096,42005(E),FAIL ATEND TRAFFIC SCHOOL,M
66214,42271(A),PROVIDE PLASTIC STRAW,I
62051,42400.2(C),FALS AIR EMIS DOC:INT:DEC,M
26325,44015,SMOG STA ISS INVALID CERT,M
26259,44059,FALSE STATMNT/ETC:CAR REP,F
26332,44209,FALSE REPT/ETC:VEH POLUTN,F
26578,44360(B),ASSUMED DEGREE N/CONFRD,M
33043,44810,WILLFULL INTERFER W/CLASS,M
33044,44811,DISRUPT CLASSWORK/ETC,M
38068,48200,FAIL TO SEND CHILD TO SCH,I
38075,48293(A),FAIL TO SEND CHILD TO SCH,I
38076,48454(1),FAIL COMPEL MNR CONTIN ED,M
33017,48900,SUSPENDED:COMMITTED ACT,I
31118,49602,CREMATE/ETC GARBAGE/ETC,M
42098,50 27.32(B)(3),FED REG:BOATING UNDER INF,M
31078,56181,BUY/ETC FARM GOOD W/O LIC,M
34090,597.4(A)(1),SELL/ETC ANIMAL IN PUBLIC,I
26620,66499.30(B),UNLAW SELL/LEASE PROPERTY,F
26266,84301,CONTRIBUTE UND FALSE NAME,M
26274,87100,OFCL INFL GOVT DEC F/GAIN,M
26603,87461(A),ELE ST/GOV OFC:RECV $500+,M
26609,89001,NO MASS MAIL:PUB EXP,M
66084,89031,VIOL CSU MAINT/ETC RULES,M
66227,91000(A),VIOL POLITICAL REFORM ACT,M
26318,94319.14(B),PERSN FAKE SCHOOL REC/ETC,F
26319,94320(F),SCH/ETC PROMISE/ETC JOB,F
26320,94320(G),SCHOOL/ETC ADV FALSE INFO,F
2052,10885,DESERTION,F
2053,10886,AWOL:ABSENT PLACE OF DUTY,X
55257,102850,FAIL NOTIFY CORNR:MED ATT,M
26401,103780,ALT/ETC BRTH/ETC CERT/ETC,M
26402,103800,FILE/ETC FALSE BIRTH REC,F
55277,104495(B),TOBACO PROD:25FT:PLAYGRND,I
55278,104495(C),DISP TOBACO WSTE:PLAYGRND,I
55279,104495(D),RETALIATE:FOR COMPLIANCE,I
55292,104495(D),NO TOBACCO:250FT YTH SPRT,I
55293,104495(E),RETALIATE:FOR COMPLIANCE,I
55272,109290,TREATING CANCER:NO LIC,F
55188,109300,UNLAW SALE/ETC CANCR CURE,F
55189,109365,FRAUD:ARREST/CURE CANCER,F
35372,109575,POS/MFG/ETC FAKE CNTL SUB,M
35373,109580,GIVE FAKE CNTL SUB:MINOR,M
31186,110390,FALSE/MISLEAD ADV:PRODUCT,M
31187,110395,MFG/ETC FALSELY ADV PRODS,M
55205,110398,ADV ADULTERATED/ETC PRODS,M
55197,110585(C),CONCEAL DAMAGE/ETC:FOOD,M
55198,110620,MFG/SELL/ETC ADLTRTD FOOD,M
55199,110625,ADULTERATION OF FOOD,M
26504,110630,REC/ETC ADULTERATED FOOD,M
55200,110690,MISLEADING FOOD CONTAINER,M
55201,110760,MFG/SEL/ETC MISBRAND FOOD,M
55268,111300,UNLAW ADULTERATE DRUG/DEV,M
55244,111440,MISBRAND DRUG/ETC:SEL/ETC,M
55204,111965,UNCLEAN/ETC FOOD PROC EST,M
35403,11383.5(B)(1),POSS CHEM INTENT MFG METH,F
31188,113920(A),OPR FOOD FACIL W/O PERMIT,M
31327,113973(G),LATEX GLOVE IN FOOD FACIL,M
55202,113980,IMPROP MFG/SERVE/ETC FOOD,M
55235,113995,POTENTIAL HAZ:FOOD TEMP,M
55203,114010,IMPROP PROTECT FOOD:CONTM,M
55276,114030,FAIL KEEP FAC VERMIN FREE,M
55236,114035,FOOD WASTE DISP/ETC VIOL,M
55237,114040,FOOD FAC:SANITATION VIOL,M
55238,114045(A),ANIMAL/ETC:FOOD FACILITY,M
55255,114070,ADD SULFITE TO HAZ FOOD,M
55239,114100,LIQ WASTE DISPOSAL VIOL,M
55240,114105,FOOD FACILITY TOILET VIOL,M
55273,114175,FAIL MAINT EQUIP/UTENSILS,M
55263,114294(A),MOBILE FOOD FAC VIOL REQ,M
55241,114295,MOBILE FOOD UNIT OPR VIOL,M
55271,114315(A),FOOD FAC OPR VIOL REQUIRE,M
31259,114381(A),OPR FOOD FACIL W/O PERMIT,M
55194,117480,DUMP/ETC GARB:NAVIG WATER,M
55195,117485,LOAD VES/DUMP GARB:WATERS,M
55196,117555,DUMP/ETC WASTE/GARB/ETC,M
55280,118948(A),NO SMOKE W/MINOR IN VEH,I
55191,120275,VIOLATE QUARANTINE/ETC,M
55192,120280,VIOL ISOLATION/ETC ORD:TB,M
55193,120290,WILFUL EXPOSR:DISEASE/ETC,M
55246,120291(A),WILFUL EXPOSR TO KNWN HIV,F
41061,120305,POSS LIQUOR:TB HOSP/ETC,M
48146,120450.5,FLSE INFO PUB OFF:ARTICLE,I
48147,120451,LOITER TRANSIT FACILITY,I
55190,120600,REFUSE INFO/EXPOSE/ETC:VD,M
55222,121690(A),NO DOG LICENS:RABIES CNTL,I
55219,121705,HIDE INFO:RABIES EXPOSURE,M
55220,121710,VIO RABIES QUARANTINE/ETC,M
55264,122335(B),TETHER/ETC DOG,I
55265,122335(B),PERSON TETHER/ETC DOG,M
55289,122372(A)(1),SALE ANIMAL AT SWAP MEET,I
55290,122372(A)(2),SALE ANMAL SWAP MEET W/PR,I
62081,14 120.7(P),CA REG:RED SEA URCHIN:SZE,M
62191,14 122(N),CA REG:LOBSTER TRAP VIOL,M
62184,14163,CA REG:TAK HERRING WO LIC,M
62073,14190,CA REG:FISH ACTIVITY VIOL,M
62128,14 190(A),CA REG:FISH ACTY REC VIOL,M
62071,14257.5,CA:TAKE GAMEBIRD/MAM:BAIT,M
62015,14352,CA REG:SHOOT HRS:BIG GAME,M
62017,14 360(B),CA REG:DEER OUT O SEASON,M
62018,14 360(C),CA REGS:POSS ILLEGAL DEER,M
62014,14 464(C),CA REG ILEGAL TAKE RACOON,M
62078,14478,CA REG:HUNT BOBCAT:NO LIC,M
62101,14 507(A),CA REG:HUNT VIO:GAME BIRD,M
62102,14507.1,CA REG:HUNTING:WRONG SHOT,M
54557,14 550(B)(6)(B),CA REG:DRV VEH CARELESSLY,M
62157,14 551(C)(2),CA REG:NO GLASS TARGETS,M
62164,14 630(A)(10),UNLAW ENTR ECOLOG RESERVE,M
62178,14 671(C)(5)(D)(2),CA REG:POS RESTRICTD SPEC,M
62009,14700,CA REGS:HUNT/FISH W/O LIC,M
62166,14 700(B),CA REG:INVALID HUNT LIC,M
62169,14 708(A)(1),CA REG:HUNT DEER W/O TAG,M
4066,17 506(A)(1)(A),COPYRIGHT INFRINGEMENT,F
13188,18 111(A),ASLT/ETC SPEC OFFICER/ETC,F
13202,18 113(A)(4),ASSAULT BY STRIKING/ECT,F
13205,18 113(A)(5),SIMPLE ASSAULT:MAR JURIS,M
13216,18 113(A)(6),ASSAULT RESULTING IN SBI,F
13185,18115,INFLU/ETC FED OFCL:FAMILY,F
26588,18152,BANKRUPTCY FRAUD,F
51045,18201,PUB OFCL/WIT GIV/TAK BRIB,F
38069,18 228(A),FAIL PAY CHILD SUPPORT/PR,F
56039,18 248US,PROHIBIT ACCESS TO CLINIC,M
26572,18286,CONSP TO DEFRAUD GOVMENT,F
26566,18287,FALSE/ETC CLAIM:US/GOVT,F
46025,18371,CRIMINAL CONSPIRACY,F
