CDS Code,Offense Description,Offense Level
54221,PARK IN SPACE FOR DISABLE,I
31191,SOLICT/ETC TOW/ETC:UNAUTH,M
31192,TOW TRUCK MOVE VEH:UNAUTH,M
54346,PARK/ETC BY FIRE HYDRANT,I
54496,FAIL SET BRK/ETC:UNAT VEH,I
54497,FAIL PRVENT MOVE:UNAT VEH,I
54406,FAIL PROVIDE ESC:LOCK VEH,I
54477,VEH DOOR OPEN TO TRAFFIC,I
54187,VEND ON/NEAR FREEWAY:W/PR,M
54351,VENDING ON/NEAR FREEWAY,I
54362,VEND/ETC:HWY RESTSTOP/ETC,I
54472,PARK ON OR NEAR RR TRACK,I
54311,ABANDON VEHICLE ON HIWAY,I
54378,INTERSECT/ETC:NO CLEARNCE,I
52459,FELON POSS/ETC STUN GUN,M
52460,ADDICT POSS/ETC STUN GUN,M
52461,ILL SELL/ETC STUN GUN:MNR,M
52694,ILL SELL/ETC STUN GUN MNR,I
52462,MINOR -16 POSS STUN GUN,M
52498,MISSNG MFG STAMP STUN GUN,M
52499,MISSING MFG SERIAL NBR,M
52695,SELL STUN GUN W/O MANUAL,I
54683,UNINTERRUPTED TOWS,I
31267,FAIL ACCEPT VALID PAYMENT,M
54579,FAIL DISPLAY PAYMENT TYPE,M
31287,VEH TOWED ACCESS TO PHONE,M
28031,UNAUTH POS GROC PALET/ETC,F
28032,POSS GROC PALET/ETC:UNATH,M
52606,UNLAWFL POSS/USE TEAR GAS,F
52653,UNLAWFL POSS/USE TEAR GAS,M
52607,NARC ADCT POS/ETC TEARGAS,M
52608,SELL/FURNISH TEAR GAS:MNR,F
52609,SELL/FURNISH TEAR GAS:MNR,M
52610,MINOR POS/ETC:TR GAS/WPN,F
52611,MINOR POS/ETC:TR GAS/WPN,M
52612,POS/ETC PROJECTILE TR GAS,F
52613,POS/ETC PROJECTILE TR GAS,M
52617,TEARGAS DISPLAY EXP DATE,M
52614,ILUSE TEARGAS/TEARGAS WPN,F
52618,ILUSE TEARGAS/TEARGAS WPN,M
52615,ILUSE TEARGAS/TG WPN:PO,F
52616,MNR:TEARGAS/TG WPN:NO OK,M
26520,OBT VEH W/LEIN:FRAUD/ETC,M
52501,SELL TEARGAS/TEARGAS WPN,M
52646,ALTER SERIAL NBR:TEAR GAS,M
52656,ALTER SERIAL NBR:TEAR GAS,F
52657,POSS ALT SER NBR:TEAR GAS,M
52658,POSS ALT SER NBR:TEAR GAS,F
41068,FAIL DISPLAY REQ LICENSE,M
31253,RET PURCHASE INVOICE VIOL,M
31254,SEIZD UNSTMPD CIGRETTS/20,M
31255,FAIL TO DISPLAY LICENSE,M
31256,SELL TOBACCO W/O LICENSE,M
54005,RECKLESS DRIVING,M
54086,RECKLESS DRIVING:HIGHWAY,M
54087,RECKLESS DRIVING:PARK LOT,M
54333,PLEA TO 23103 IN LIEU OF,X
54079,RECKLESS DRIVING W/INJURY,M
54065,RECK DRIV:GBI:SP/PR/CNVCT,F
54564,RECKLESS DRIVING:SPEC INJ,F
54565,RECKLESS DRIVING:SPEC INJ,M
54061,SPEED CONTEST/EXH/BLCK RD,M
54007,ILLEGAL SPEED CONTEST,M
54217,AIDE/ABET SPEED CONTEST,M
54218,AIDE/ABET SPEED EXHIBITN,M
54219,BLOCK/ETC RD:SPEED CONTES,M
54647,ILLEGAL SPEED CONTEST:INJ,M
54648,ILLEGAL SPEED CONTEST:INJ,F
13055,THROW SUBSTANCE AT VEH,M
13054,THROW SUB AT VEH:INT:GBI,F
54170,THROW/ETC CIG/ETC:HWY/ETC,I
54163,TOSS/ETC MATTER:HWY/ETC,I
54589,HAZ MAT SPILL:NOTIFIY CHP,M
54602,FAIL REMOVE SPILLED MATRL,I
55206,IMPROP VEH:SPILL/ETC:HWY,M
55160,ILL TRANSP AGGREGATE:HWY,M
54507,TRNSP AGGREGTE:CARGO VIOL,M
54509,AGGREGATE:FAL COVER LOAD,M
54508,TRNSP AGGREGTE UNCVRD:HWY,M
54498,FAIL COVER RUBBISH VEH LD,I
54188,CARRY PERSON:BACK:TRUCK,I
54368,RIDE BACK MOTORTRUCK VIOL,I
54671,TRNSPRT OF ANM W/O RSTRNT,I
54566,USE CELLPH W/DRIV W/O HFD,I
54568,NO TEXT-BASED COMM W/DRIV,I
54655,NO HND HLD DEVICE W/DRIVE,I
54567,USE CELL PH W/DRIV:UND 18,I
54123,OPR MOTOR VEH:TRAILS/PATH,M
42095,DUI:UNDR 21YR W/BA.01,I
54158,DUI:-21,I
54139,MINOR DRIVE W/BAC 0.05,I
42073,DUI ALCOHOL/DRUGS,M
42085,DUI ALCOHOL/DRUG W/PRIORS,F
42100,DUI W/PRIORS:PER 23550 VC,F
42104,DUI ALCOHOL,M
54156,DUI:ALCOHOL/DRUGS,M
42088,DUI ALCOHOL/0.08 PERCENT,M
42099,DUI 0.08 W/PR:PER 23550VC,F
42079,ADDICT DRIVE VEHICLE,M
42090,DUI:ALC/.04 COMERCIAL VEH,M
42105,DUI DRUG,M
42126,DUI:ALC/.04 PASS FOR HIRE,M
42106,DUI ALCOHOL/DRUG,M
42116,DUI ANY DRUG,M
42117,DUI ALCOHOL AND DRUG,M
42069,DUI:ALC/DRUG:RSLT:BOD INJ,F
42092,DUI ALC/DRUGS:BODILY INJ,M
42107,DUI ALCOHOL:CAUSE BOD INJ,F
42112,DUI ALCOHOL:CAUSE BOD INJ,M
42074,DUI .08 ALCOHOL:BODLY INJ,F
42113,DUI .08 ALCOHOL:BODLY INJ,M
42076,DUI:ALC .04:CMRCL VEH:INJ,F
42108,DUI DRUG:CAUSE BODILY INJ,F
42111,DUI DRUG:CAUSE BODILY INJ,M
42109,DUI ALC/DRUG:CAUS BOD INJ,F
42110,DUI ALC/DRUG:CAUS BOD INJ,M
42118,DUI DRUG:CAUSE BODILY INJ,M
42119,DUI DRUG:CAUSE BODILY INJ,F
42120,DUI ALC/DRUG:CAUS BOD INJ,M
42121,DUI ALC/DRUG:CAUS BOD INJ,F
42101,DUI W/PROB:23152/23153,I
42091,DRINK WHILE DRIVING,I
42122,DRNK ALC/MARIJ WHLE DRVNG,I
42123,DRNK ALC/MARIJ AS PASSNGR,I
54361,DRINK ALC IN VEH ON HWY,I
42124,ALC/MARIJ IN VEH ON HWY,I
42125,ALC/MARIJ AS PASSENGR HWY,I
54090,POSS OPEN CONTAINER:DRIVE,I
42080,POSS MARIJUANA W/DRIVING,M
42103,POSS MARIJUANA WHILE DRIV,I
54581,DRIVER POSS OPEN ALC CONT,I
54582,PASSENGER:W/OPEN ALC CONT,I
54155,ALCOHOL IN VEHICLE:-21,M
54097,MNR OPR VEH:CARRY ALC,M
54091,RIDER:MNR:POS/ETC ALC:VEH,M
54487,OWNER/DRIVER:OPEN ALC:VEH,I
54190,STORE OPEN/ETC ALC IN VEH,I
31193,RENT/ETC VEH:INTRLOC PRSN,M
26521,ASK PRSN USE INTERLOC DEV,M
26522,START VEH W/INTERLOCK DEV,M
26523,TAMPR/ETC W/INTERLOCK DEV,M
54312,DRIVE W/O INTERLOCK DEV,M
48114,DISOBEY PO:VEH CROSS/TOLL,M
41030,SELL LIQUOR W/O LICENSE,M
41031,SELL LIQUOR W/O LICENSE,M
54450,REFUSAL TO PAY TOLLS/ETC,I
54584,PERSON FAIL TO PAY TOLL,I
54124,TRESPAS NON-PUB VEH CROSS,M
54342,VEH XING/ETC:SIGN/REG VIO,I
54585,3RD DUI CONV WITHIN 10YRS,M
54461,DUI W/PR SPEC CONVICTIONS,M
54462,DUI W/PR SPEC CONVICTIONS,F
42096,DUI W/IN 10YRS:PR FEL DUI,M
42097,DUI W/IN 10YRS:PR FEL DUI,F
54595,FAIL INSTAL INTRLCK DEVCE,M
52448,ALTER/ETC F/ARM ID MARK,F
52449,POSS/ETC F/ARM W/O ID MRK,M
54013,UNLAWFUL OPERATION OF VEH,I
54376,VEH WITH UNLAWFUL LAMPS,I
54693,OPERATE AFTER NTC BY OFCR,I
54321,SELL/ETC UNLAWF EQUIPMENT,I
54530,SELL VEH W/OUT SMOG REQ,I
54331,MODIFIED VEH RIM HGT VIOL,I
54135,VEH EXCEED FRAME HEIGHTS,M
54543,FAIL COMPLY:MOUNTING REQ,I
31223,FAIL POST LIC CONSP PLACE,M
54191,DRIVE WITHOUT LIGHTS:DARK,I
54109,FAIL MAINT VEH LITE EQUIP,I
54515,LAMP VOLT:85 PER REQ VOLT,I
52528,MFG/ETC CAMO F/A CONTAINR,F
52529,MFG/ETC CAMO F/A CONTAINR,M
54014,HEADLAMP:OPR/AMT/SIZE:VIO,I
54222,AUXILIARY DRIVE LAMP VIOL,I
54436,FOG LAMPS VIOL,I
54399,LIGHT DIMMER SWITCH VIOL,I
54544,HIGHBEAM PROJECT 350 FEET,I
54407,LOWBEAM GLARE VIOLATION,I
54435,BEAM INDICATOR VIOL:VEH,I
54192,FAIL DIM BEAMS:ONCOMING,I
54154,FAIL DIM BEAMS:FOLLOW VEH,I
52526,MFG/SALE/ETC CANE GUN,F
52527,MFG/SALE/ETC CANE GUN,M
54533,SINGLE BEAM:PROPER ADJUST,I
54672,AUX LMPS NOT COVERD W/DRV,I
52532,MFG/ETC F/ARM UNRECOGNIZD,F
52533,MFG/ETC F/ARM UNRECOGNIZD,M
43047,SELL VAPING DEVICE -18 YR,I
54193,TAILLAMP VIOLATIONS,I
54110,FAIL MAINT LIC PLATE LAMP,I
54377,FOG TAILLAMPS VIOL,I
54194,STOPLAMP VIOLATIONS,I
54574,STOPLAMPS:VEH MUST HAVE,I
54144,STOPLAMPS VIOL:SPEC VEH,I
54649,STOPLAMPS:VEH 2 REQUIRED,I
54518,STOPLAMPS VIOL:N/VISIBLE,I
54195,NO LAMP/FLAG/ETC EXT LOAD,I
54478,TOW TRUCK TAILLAMP VIOL,I
54479,TOW TRK TAIL/STOP LMP VIO,I
54307,BACKUP LAMPS VIOLATION,I
54499,REAR VEH REFLECTOR VIOL,I
54500,REF:VEH MFG/REG A/1-1-65,I
54714,LGHT REFL TRK/TRLR FR/SID,I
54715,LT REFL 30+TRK/TRLR FR/SD,I
52552,MFG/ETC UNDETECT FIREARM,F
52553,MFG/ETC UNDETECT FIREARM,M
54716,FLR DISP REFL MAT ON TRLR,I
54213,SLOW MOVE VEH EMBLEM VIOL,I
52554,MFG/SALE/POSS WALLET GUN,F
52555,MFG/SALE/POSS WALLET GUN,M
54347,DRIVE W/PARK LIGHTS ONLY,I
54673,TRN SIG REQ - TOWING TRLR,I
54431,TURN SIGNAL VIOLATION,I
54316,VIOL VISBLTY REQ:TURN SIG,I
54387,TURN SIGNAL LAMP VIOL,I
52446,CRIM STORE F/ARM:1ST DEG,F
52638,CRIM STORE F/ARM:1ST DEG,M
54717,CLEAR/SIDE MARKR LAMP REQ,I
52447,CRIM STORE F/ARM:2ND DEG,M
52639,CRIM STORE F/ARM:3RD DEG,M
54442,SIDE LAMPS VIOL,I
54703,VEH LD LFT 1+ FT AMB LMP,I
54704,VEH LD LFT 1+ FT RED LMP,I
54705,RED FLG REQ OVERWIDTH DAY,I
54408,FRONT FENDER/ETC LAMP VIO,I
54604,LAMP REQUIREMENT VIOLATIO,I
54443,FRONT RUNNING LAMPS VIOL,I
26111,OFR/SELL UNQUALIF SECURTY,F
54687,FLOOD LAMP EXCEEDS 75 FT,I
52641,F/A:RESDNCE W/PROHIB PRSN,M
52662,F/A:UNATND VEH LOCK TRUNK,I
55168,TRNSP HAZ WAST NO PAPR:PR,F
55169,TRNSP HAZ WASTE NO PAPERS,M
55170,TRNSP HAZ WASTE NO REG:PR,F
55171,TRNSP HAZ WAST W/O REG,M
31228,SELL REFILL DISTD SPIRITS,M
55285,HAZ WASTE DISPOSAL SECRET,M
55133,INTENTNAL DISP HAZD WASTE,M
55134,NEGLIGENT DISP HAZD WASTE,M
55105,DISPOSE HAZARD WASTE VIOL,F
55097,DISPOSE HAZARD WASTE VIOL,F
55100,TRANSPORT HAZARDOUS WASTE,F
55118,HAZARD WASTE STORAGE VIOL,F
55135,RECKLESS TRANSP HAZ WASTE,F
55136,RECKLESS TRANSP HAZ WASTE,M
55187,ENDANGER:HAZ MAT:SBI/DTH,F
55252,BURN HAZ WASTE W/OUT PERM,M
55144,FALSIFY HAZ WASTE RPT/ETC,M
55148,TRNSP HAZ/WASTE:NO MANFST,M
55149,STORE/ETC/TRNSP HAZ WASTE,M
52453,F/A ACCES BY CHILD:PREMIS,M
52645,F/A ACCES BY CHLD:PREMISE,M
52644,F/A ACCES CHLD:BRNG SCHOL,M
52493,F/A ACCES BY CHILD:SCHOOL,M
55132,DISP LATEX PAINT:LAND/WAT,M
26594,INVEST ADVISER W/OUT CERT,M
52666,REPORT LOSS/THEFT FIREARM,I
54612,ILLEGAL FLASHING LIGHTS,I
52696,FAIL REPORT 3+ LOST F/ARM,M
52697,FAIL RPRT RECOVERED F/ARM,I
52698,FL RPRT RECOVERD F/ARM 3+,M
55138,IMP DISP/ETC USED/ETC OIL,M
54674,TRN SIG FLSHD VEH DISABLE,I
54685,WARNING LAMPS ON TOW TRK,I
54525,MISUSE:AMBER WRNING LGHTS,I
54707,IMPRP USE WRN LAMPS PILOT,I
52699,FLS RPRT LOST/STLN F/ARM,I
52589,MASKD CRMNL POS F/ARM:PUB,F
52700,MSKD PERSN POSS F/ARM PUB,M
41058,POSS ALC BEV:CAN BE SEIZD,M
52479,CCW IN VEHICLE,F
52480,CCW IN VEHICLE,M
52475,CCW ON PERSON,F
52476,CCW ON PERSON,M
52477,CCW IN VEHICLE:OCCUPANT,F
52478,CCW IN VEHICLE:OCCUPANT,M
54594,DIFFUSED LIGHT:NO RED,I
52474,CCW IN VEH W/PR FEL CONV,F
52473,CARRY CONCEALED STLN WPN,F
52472,CCW CRIM ST GANG:ACTIVE,F
52471,CCW PROHIB/UNLAWFUL POSS,F
52469,CCW W/SPECIFIC CONVICTION,F
52470,CCW W/SPECIFIC CONVICTION,M
52597,CCW ON PERSON:LOADED,M
52598,CCW ON PERSON:LOADED,F
52660,CCW OWNER NOT REG W/DOJ,M
52661,CCW OWNER NOT REG W/DOJ,F
52663,CCW LOADED NOT REG W/DOJ,F
26156,SEL/BUY SECURITY BY FRAUD,F
55253,FAIL RPT RELEASE HAZ MAT,M
26140,VIOL CORP SECURITIES LAW,F
55172,VIOL HAZ MATERIAL PROCEDR,M
26120,FRAUD:USE DEVICE/SCHEME,F
41052,DISORDERLY HOUSE,M
41055,SELL ALC TO INTOX PERSON,M
58020,BRING LIQUOR INTO PRISON,F
41032,UNLICENSED CLUB ROOM,M
41059,HIDE/ETC ILL LIQ/ETC:VEH,M
41056,LICENSEE POSS UNAUTH LIQ,M
41034,POSS LIQUOR SCHOOL PROP,M
41079,NO ALC BEV:OPEN/CLSD:SPEC,I
41060,SEL/ETC SUBSTUTE BRND:LIQ,M
41069,FAIL TO POST:NO LOITERING,M
41077,APP OPER STNDRS VIOLATION,M
41070,LIC FAIL POST REQ SIGN,M
41071,NO ALC BEV CONSMD:RTL EST,M
41072,EXTR PREMS/ETC:ILLUMINATE,M
41073,LITTER CLEANED DAILY,M
41074,GRAFFITI REMOVED W/IN 72H,M
41075,UNOBSTRUCTED VIEW FOR LEP,M
41076,PUBLIC PHONE:REQ DEVICE,M
41067,FALSIFY RECORDS:SALES ALC,M
41063,POSS OPEN ALCOHOL:PUBLIC,I
41035,SELL ALCOHOL AFTER HOURS,M
41036,PERMIT ALC CONSUMP AFT HR,M
54605,MOTORCYC H/LAMP:1REQ/2PRM,I
54230,MOTORCYCLE HEADLAMP VIOL,I
41037,HIRE PROCURE LIQUOR SALE,M
41038,PERMIT ALCOHOL SOLICITING,M
43029,SELL/ETC LIQUOR TO MINOR,M
8001,MINOR BUY LIQUOR IN BAR,M
43030,LET MINOR DRINK LIQUOR,M
8032,MINOR ATTEMPT TO BUY ALC,I
31278,KEG ID TAG VIOLATION,M
31245,POSS KEG BEER W/O REQ ID,M
41078,BUY KEG BEER W/FALSE ID,M
43033,FURNISH MINOR W/FALSE ID,M
8002,POSS/USE FALSE ID OF AGE,M
8042,POSS/USE FALSE ID OF AGE,M
41062,MINOR POSSESS ALCOHOL,M
43041,USE MINOR LIQUOR PREMISES,M
43044,UNSUPV MNR SALE LIQUOR,M
43032,ADV:ENCORAGE MNR TO DRINK,M
8004,MINOR IN LIQUOR PREMISES,M
52568,CARRY LOAD F/ARM:COMT FEL,F
52569,CARRY LOAD F/ARM:COMT FEL,M
52436,CRRY LOAD F/ARM PUB PLACE,M
52624,CRRY LOAD F/ARM:PUB:S/CIR,F
52438,CARRY LOAD F/ARM:PR FEL,F
52439,CARRY STOLEN LOADED F/ARM,F
52440,CRRY LOAD F/ARM:GANG MEMB,F
52441,C/LOADED F/ARM:PROHIB/ETC,F
52442,CARRY LOAD F/ARM:SPEC PRS,F
52443,CARRY LOAD F/ARM:SPEC PRS,M
52444,CRRY LOAD H/GUN:NOT OWNER,F
52445,CRRY LOAD H/GUN:NOT OWNER,M
54171,VEH LAMPS/ETC COLOR VIOL,I
54553,SELL/USE UNAP LIGHT EQUIP,I
52489,DRVR/ETC ALLOW F/A IN VEH,M
52487,DRVR/ETC ALLOW F/A DISCHG,F
52488,DRVR/ETC ALLOW F/A DISCHG,M
52490,SHOOT AT PERSON FROM VEH,F
52491,DISCHARGE F/ARM FROM VEH,F
52492,DISCHARGE F/A FROM VEH,M
54357,EQUIP MODIFY DEVICE VIOL,I
52494,FALSE INFO ON WPN LIC,M
52701,FALSE INFO ON WEAPON LIC,F
54718,BRAK REQ FOR TRLERS 6000+,I
54719,BRAK REQ TRLER 6000+ 1982,I
54691,BREAKAWAY DEVICE REQ VEH,I
54314,SERVICE BRAKES VIOLATION,I
52702,CRY UNLD HGN OUT VEH PUB,M
52703,CRY UNLD HGN OUT VEH UNIN,M
52704,CRY UNLD HGN OUT VEH PHIB,M
52508,CARRY UNLOAD H/GUN PUBLIC,M
52705,CRY UNLD HGN IN VEH UNINC,M
52706,CRY UNLD HGN IN VEH PHIB,M
52640,CRRY UNLD F/A NOT H/GUN,M
52707,CRY UNLD F/A NT HGN PHIB,M
54720,INADEQUATE PARKING BRAKE,I
54468,VEH BRK SYS VIOL:MTR FAIL,I
54143,BRAKE SYS CONDITION VIOL,I
52587,SELL/ETC FIREARMS W/O LIC,M
54721,VEH W/AIRBRKS PRES GA REQ,I
54722,AIR PRESS WARNING DEV REQ,I
54142,NO WINDSHIELDS,I
54204,WRONG COLOR:WINDO/ETC MAT,I
54233,SAFETY GLAZING MATRL VIOL,I
54340,WINDSHIELD WIPER VIOL,I
54196,OPR VEH:WINDOW OBSTRUCTED,I
54571,OPR VEH:WINDOW OBSTRUCTED,I
54614,OPR VEH:WINDOW OBSTRUCTED,I
54015,WINDOW INSTAL/ETC MAT VIO,I
54308,REARVIEW MIRROR VIOLATION,I
54226,VEH SIDEVIEW MIRROR VIOL,I
54138,DEFECTIVE WINDSHIELD/ETC,I
54451,VEHICLE HORN VIOLATION,I
54309,MISUSE VEHICLE HORN,I
54620,NON EMERG VEH W/SIREN,I
54164,LOUD OUTSIDE VEH AMP SYS,I
54116,INADEQUATE MUFFLERS,I
54165,ILL MOD EXHAUST SYS:NOISE,I
54510,EXHAUST PIPE VIOLATION,I
54324,EXCESSIVE EXHAUST VIOL,I
54300,GASTIGHT EXHAUST SYS VIOL,I
54229,FUEL TANK CAP VIOLATION,I
54410,OPR/ETC GROSS POLLUTER,I
54534,NOT EQUIPED W/SMOG DEVICE,I
32065,CLIMB/TRESPASS BRIDGE/ETC,M
52633,GUNSHOW CONTRACT W/VENDOR,M
52708,FAIL POST SIGN GUNSHOW,M
52709,GNSHW VNDR W/O WRTN CERT,I
52710,GNSHW VNDR W/O CERT W/PR,M
52711,GNSHW INCMPL GUN TRANSFER,I
52712,GNSHW INCMPL GN TRNSFR PR,M
52713,GUNSHOW DISPLAY OF AMMO,I
52714,GNSHW DISPLAY OF AMMO PR,M
54011,SEATBELT VIOLATION,I
54111,PASNGR 16+ NO SAFETY BELT,I
54197,OPR VEH:UNSAFE SEATBELTS,I
54429,SEL/ETC PREV DEPLOY AIRBG,M
52715,GUNSHOW INFO REQ FRM VNDR,I
52716,GNSHW INFO RQ FRM VNDR PR,M
52717,GUNSHOW MISSING NAME TAG,I
52718,GNSHW MISSING NAME TAG PR,M
52719,GNSHW POSS F/ARM + AMMO,I
52720,GNSHW POSS F/ARM+AMMO PR,M
52721,GUNSHOW MINOR W/O PARENT,I
52722,GNSHW MNR W/O PARENT PR,M
52723,GUNSHOW FAIL SIGN GN TAG,I
52724,GNSHW FL SIGN GUN TAG PR,M
52725,GUNSHOW BRING GUN UNLAW,I
52726,GNSHW BRING GUN UNLAW PR,M
52727,GNSHW FL PRESENT FOTO ID,I
52728,GNSHW FL PRSNT FOTO ID PR,M
54166,UNRSTRAINED TOT:PARNT:VEH,I
54198,UNRESTRAINED TOT IN VEH,I
54199,UNBELTED TOT 4+:PARNT VEH,I
54523,TRNSPRT TOT-16 W/O RSTRNT,I
54627,OPERATE LIMO W/O EXITS,I
54628,FAIL UNLOCK LIMO:EMERGNCY,I
54380,HEADSET/ETC VIOL:VEH/BIKE,I
26359,PUB OFCR:PUR PROP:CONFLCT,F
26335,PUB OFCL:TRNS/ETC:CNFLICT,F
54332,SNOWTIRE/CHAIN VIO:POSTED,I
54205,TIRE TREAD DEPTH VIOL,I
26599,FAIL TO NOTIFY CORONER,M
29139,TAMP/ETC LOK/ETC:PROP:DED,M
52586,SELL F/ARM TO PROHIB PRSN,F
52584,SELL/ETC F/ARM:PROHIB CLS,F
52595,SELL/ETC F/ARM:PROHIB CLS,M
54516,TIRE N/CONFORMANCE W/REG,I
52582,SELL/ETC FIREARM TO MINOR,F
52583,SELL/ETC FIREARM TO MINOR,M
52729,DLR SELL/ETC F/ARM TO MNR,M
52730,DLR SELL/ETC F/ARM TO MNR,F
52580,SEL/LOAN/ETC F/ARM:S/CIRC,F
52581,SEL/LOAN/ETC F/ARM:S/CIRC,M
52495,SELL/ETC C/F/ARM/ETC:-AGE,M
52496,SELL/ETC C/F/ARM/ETC:-AGE,F
52577,UNLIC SALE/TRAN/ETC F/ARM,F
52578,UNLIC SALE/TRAN/ETC F/ARM,M
52731,IMPRT/TRNSP F/ARM INTO ST,M
52732,IMPRT/TRNSP F/ARM INTO ST,F
54214,SPEC VEH FENDER/ETC VIOL,I
54550,OPR VEH WITH TV VISIBLE,I
54413,OPR UNAUTH POLICE VEHICLE,I
54684,TOW TRK VIOL OF EQUIP REQ,I
54538,MOTORCYCLE SEAT VIOLATION,I
54577,SELL/USE SFTY HELMET VIOL,I
54606,DRV/PASS WEAR APRV HELMET,I
54200,MOTORCYCLE/ETC:HELMET VIO,I
54469,HIRE VEH/ETC:ID DSPL VIOL,I
54712,NME/TRDMK ON FOR-HIRE VEH,I
54708,FLR/DISP COMP NM PILOT CR,I
54709,FLR/DISP ID SIG PILOT CAR,I
54471,TOW TRK/ETC ID INFO VIOL,I
54713,VIS SIGN VEH LIQ PET/GAS,I
54335,EMERG EXIT VIO:VAN ICEBOX,I
52579,DLR VIOL SALE/ETC:FIREARM,M
52733,VIOL PRVT PRTY DLVR F/ARM,M
52734,VIOL DLR DLVR F/ARM REQ,M
54452,ODOMETER VIO:UNLAWFL ALTR,M
54546,ODOMETER:ADV RESET DEVICE,M
54223,VEHICLE BUMPER VIOLATION,I
54710,FLR/DISP RED WRN FLG PILT,I
54711,NONCOMP PILOT CAR DESIGN,I
52575,GIVE FALSE ID:F/ARM REG,F
52576,GIVE FALSE ID:F/ARM REG,M
52735,FURN FICT INFO F/ARM REG,M
52668,KNW FURN INCORR INFO REG,M
52736,OMIT REQ INFO F/ARM REG,M
52737,FURN FICT INFO F/ARM REG,F
52659,FALS INFO ELTRNC F/A TRNF,F
52738,OMIT REQ INFO F/ARM REG,F
54675,5TH WHL CONNECT DEVC REQ,I
54676,5TH WHL LOCKING DEVC REQ,I
54301,HITCH/ETC MOUNT VIOLATION,I
54511,TOW VEH:SAFETY CHAIN REQ,I
54686,INCORR COUPLING TOWED VEH,I
52637,MFG OF F/ARMS LICENSE REQ,M
52739,FLR PRVD RCRD MFG CLOSUR,M
52674,MFG/ASSMBL F/ARM DOJ REQ,M
52675,OWN F/ARM W/O SERIAL NUM,M
52676,SELL/TRANSFER MFG FIREARM,M
52677,NW RES POSS F/ARM W/O NUM,M
52678,KNWNGLY AID/ABT MFG F/ARM,M
52740,FURNISH FALSE INFO PERMIT,M
52620,MNR ILL POSS CNCEL WPN:PR,F
52621,MNR ILL POSS CONCEAL WPN,M
52502,MINOR ILL POSS LIVE AMMO,F
52503,MINOR ILL POSS LIVE AMMO,M
52422,FELON/ETC POSS/ETC F/ARM,F
52741,POSS/ETC F/ARM 2+CONV 417,F
52423,CONV PERSN POSS/ETC F/ARM,F
52424,CONV POSS/ETC F/ARM:SP PR,F
52425,CONV POSS/ETC F/ARM:SP PR,M
52672,CONV POSS/ETC F/ARM:SP PR,F
52673,CONV POSS/ETC F/ARM:SP PR,M
52742,POSS F/ARM BY CONV 273.5,M
52743,POSS F/ARM BY CONV 273.5,F
52765,MISD CONV STRG:POSS F/ARM,M
52766,MISD CONV STRG:POSS F/ARM,F
52426,CONV PRSN POSS/ETC F/ARM,F
52427,CONV PRSN POSS/ETC F/ARM,M
52433,CONV PRSN POSS F/ARM:U/30,F
52434,CONV PRSN POSS F/ARM:U30,M
52428,PROHIB BUY/ETC F/ARM/ORDS,F
52429,PROHIB BUY/ETC F/ARM:ORDR,M
52430,PROHIB OWN/POS F/ARM:ORDR,M
52432,POS/ETC F/ARM:PR VIOL OFF,F
52431,POS/ETC F/ARM:SPEC PRIOR,F
31236,DISTRIBUTOR W/OUT LICENSE,M
52516,MFG/ETC AMMO:FLECHET DART,F
52517,MFG/ETC AMMO FLECHET DART,M
52530,MFG/ETC BULLET W/EXPLOSVE,F
52531,MFG/ETC BULLET W/EXPLOSIV,M
52594,SELL AMMO TO MINOR,M
52744,SELL HGUN AMMO PERSON -21,M
52599,SUPPLY/ETC AMMO:MINOR,M
52504,PROHIB OWN/ETC AMMO/ETC,F
52505,PROHIB OWN/ETC AMMO/ETC,M
52585,PROHIB GANG OWN/ETC AMMO,M
52600,FIRM SELL AMMO PROH PRSN,M
52745,SELL/ETC AMMO TO AGENT,M
52619,PROHIB AMMO SCHOOL GRNDS,M
52746,ILL/UNLIC SALE OF AMMO,M
52747,ILL BRING AMMO INTO STATE,M
52601,POSS ARMOR PENETRATE AMMO,F
52602,POSS ARMOR PENETRATE AMMO,M
52603,MFG PENETRATE HNDGUN AMMO,F
52669,SELL 500+ AMMO W/I 30DAY,M
52748,VIOL AMMO VENDOR LIC REQ,M
52749,VIOL AMMO SALE INFO REQ,M
52750,VIOL VNDR ELEC SUBMIS REQ,M
52751,UNAUTH AMMO PURCHASE,M
52752,VNDR VIOL VERIF AMMO REQ,M
52753,VNDR VIOL 5 YR RCRDS REQ,M
52754,VNDR FLS ENTRY/INFO RCRDS,M
52755,REFUSE RCRD EXAM BY AUTH,M
52756,REFUSE PERMIT OF RECORD,M
52757,VNDR FAIL RPRT AMMO THFT,M
61039,FAIL/REFUSE FILE REPORT,M
26590,MAKE FRAUD REPORT TO DEFR,M
61038,CNTRFEIT STAMP/EVAD TAX,F
61026,SALE/ETC UNSTAMP/ETC CIGS,M
61033,TRNS CIG/ETC:NO PRMT:EVAD,F
61034,EVADE TAXES:CIGS/ETC,F
52509,MFG/SELL/ETC ASSAULT WPN,F
52510,ILL POSS ASSAULT WPN,F
52511,ILL POSS ASSAULT WPN,M
52758,ILL POSS ASSAULT WPN -2,I
52567,POSSESS .50 BMG RIFLE,M
52759,ILL POSS .50 BMG RIFLE,I
52760,FAIL RELINQUISH SKS RIFLE,M
